treatment	FS	FS	FS	B	B	B	F	F	F	S	B	S	S	FS	FS	FS	B	B	B	F	F	B	F	S	S	S	FS	FS	FS	B	F	F	F	S	S	S
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	6.8797	14.0594	19.2123	20.1297	29.7705	0	23.0347	13.6018	0	20.7746	14.738	0	14.8484	17.9723	26.5495	20.7116	18.6818	21.4847	26.3346	0	19.8656	0	22.0841	14.5444	18.4779	21.6105	16.2542	0	0	0	0	0	0	3.92855
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Blautia_obeum	20.5713	21.4267	33.293	17.0501	0	17.5354	0	18.2361	10.9802	20.1072	37.6236	11.8701	14.2803	11.25	10.6058	17.9009	19.955	0	10.87	11.2541	17.4163	21.6231	6.73924	0	17.3948	17.2892	14.5278	15.4778	15.4807	26.6949	0	14.8599	18.4677	32.8129	0	40.2669
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Blautia_wexlerae	9.43267	6.96554	8.28705	3.76686	0	4.4786	0	2.05218	4.37056	6.38546	15.196	3.86149	0	5.04197	0	0	2.37885	0	2.79769	2.41823	0	0	5.18301	0	4.15876	6.04932	1.60835	1.74799	5.09883	0	0	7.34651	10.5963	0	0	7.62771
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Ruminococcus_torques	19.0243	13.0975	10.987	9.24201	0	7.42844	0	0	8.37011	9.07055	15.3379	7.51722	7.65655	0	0	5.76191	9.2256	5.40739	6.9413	10.508	0	6.53336	7.85145	10.0806	7.43992	0	12.6517	9.24326	8.7852	3.06893	0	12.9763	16.6425	15.0768	0	11.277
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Catenibacterium.s__Catenibacterium_mitsuokai	9.55691	8.84449	13.5611	20.0736	23.2095	10.9622	13.869	19.2532	12.8623	12.4107	11.9627	15.6013	15.0472	13.6575	12.3226	18.2954	15.8788	13.276	13.3942	15.8002	11.1345	15.2134	14.8636	12.7785	10.8915	16.4634	11.9882	12.4337	13.3076	4.6155	16.6832	10.646	20.9795	16.3144	12.2967	17.4589
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Collinsella.s__Collinsella_aerofaciens	11.6266	0	15.3046	16.262	9.11772	11.2654	21.0251	13.5319	19.1089	0	18.5851	18.6337	7.36497	0	11.3691	17.361	11.4918	0	14.458	16.4058	0	0	16.3951	0	7.59584	14.8747	11.9976	10.7111	11.0046	0	0	0	0	0	0	17.7172
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Dorea.s__Dorea_longicatena	6.03606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31029	0	0	0	6.92982	0	0	0	0	0	6.71733	0	0	0	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Enterococcus.s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Escherichia.s__Escherichia_coli	0	0	0	3.97597	0	31.0243	8.35686	25.9889	7.86947	6.75833	0	7.48775	0	1.60484	0	5.27114	17.9322	0	18.6875	0	1.50056	0	10.9095	0	0	0.855136	3.97926	7.93694	6.62506	0	0	0	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Escherichia.s__Escherichia_fergusonii	0	0	0	0	0	0.996496	0	4.92613	0.940972	0	0	0	0	0	0	0	1.17712	0	0.862825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0	0	0	0	0	12.9061	0	0	0	0	0	5.19325	0	0	0	0	0	0	0	0	0	0	0	4.78534	0	0	0	0	10.7885	0	21.9952
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Fusobacterium.s__Fusobacterium_mortiferum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	1.57933	0	5.09929	0	0	1.92242	0	0	2.23758	0	3.97222	0	1.959	3.19442	0	4.69101	0	4.60925	0	5.05657	0	2.73297	0	3.12533	0	0	0	0	0	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Lachnoclostridium.s__Clostridium_symbiosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	9.15715	14.1926	10.899	1.75108	0	7.17243	0	0	6.55129	5.92096	12.6074	5.83016	8.30318	0	0	8.1385	9.04831	0	6.60047	8.68392	0	16.4991	0	4.47147	9.81319	0	9.11211	9.30084	9.3673	5.87766	0	0	10.7822	11.0414	0	14.0756
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Listeria.s__Listeria_monocytogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Prevotella.s__Prevotella_copri	6.81075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12702	0	2.03334	0	0	0	0	0	3.91886	0	0	0	0	0	0	0	0	7.46671	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Roseburia.s__Roseburia_faecis	22.1794	23.9194	12.858	0	0	0	0	6.45039	10.489	16.0466	19.5619	8.94086	10.6838	0	14.3214	12.0691	0	0	0	0	0	0	0	0	0	0	0	0	4.9732	16.3855	14.0545	15.9008	0	0	0	15.669
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Roseburia.s__Roseburia_hominis	3.02756	6.07198	0	0	0	10.3212	0	0	7.05284	6.2745	0	9.54391	5.86874	0	6.35136	2.92512	0	0	5.89544	0	0	0	0	0	0	0	0	0	0	0	0	0	4.79415	0	0	5.78678
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Streptococcus.s__Streptococcus_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.992745	0	0	0	0	0	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|unclassified	0	22.0765	13.5984	0	5.66654	11.9527	17.4205	0	16.9495	0	0	11.1196	0	12.668	26.483	12.7727	20.2482	23.1464	10.3378	9.52075	15.0351	10.3344	7.31756	0	11.3124	15.7996	18.2741	19.6492	20.1915	28.8524	28.1117	26.4364	0	17.6352	13.7924	20.0097
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12392	0	0	0	0	0	0	0	0	0
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Megamonas.s__Megamonas_funiformis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Megamonas.s__Megamonas_rupellensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	42.6729	0	66.0202	0	0	25.8001	0	21.4893	23.1689	0	65.5189	0	0	0	0	0	24.8452	0	15.3458	0	0	0	0	0	0	0	17.4185	23.5049	30.6797	0	47.5959	52.19	57.1776	46.4632	51.7586	57.649
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified"	0	0	9.56095	0	0	0	0	0	0	0	14.1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.75239	6.54628	5.11676	0	0	0	0	0	17.3261	0
"PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)"	0	0	0	4.59564	0	6.08231	0	0	2.98973	0	0	2.54489	0	0	0	0	3.99081	0	3.57013	0	4.0704	0	0	0	3.31806	2.78908	1.73875	0	2.51311	0	0	0	0	0	0	0
"PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)|unclassified"	0	0	0	0	0	0	0	0	0	0	0	2.06563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7385: 1,3-propanediol biosynthesis (engineered)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1779	11.687	0	0	0	0	0	0	0	0	8.62493	0	0	0	0	0	0	0
"PWY-7385: 1,3-propanediol biosynthesis (engineered)|unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	0	0	0	30.0012	26.6537	8.29158	0	19.3341	0	13.1844	0	0	0	21.2796	0	0	10.4268	0	25.728	0	18.5918	0	0	0	0	0	0	0	10.03	0	0	0	0	0	0	0
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Bifidobacterium.s__Bifidobacterium_animalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Escherichia.s__Escherichia_coli"	0	0	0	24.8994	0	0	0	16.0449	0	9.14303	0	0	0	0	0	0	0	0	12.5955	0	14.1477	0	0	0	0	0	0	0	8.26973	0	0	0	0	0	0	0
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|unclassified"	0	0	0	0	12.0797	7.13743	0	0	0	0	0	0	0	15.1147	0	0	8.42518	0	3.49687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	0	0	0	0	0	8.61448	0	0	4.49572	0	0	0	0	0	0	0	5.89342	0	5.06499	0	0	0	0	0	0	0	2.65955	0	3.88491	0	0	0	0	0	0	0
PWY-7392: taxadiene biosynthesis (engineered)	99.4557	145.509	88.4539	91.3117	55.0922	71.6237	84.1951	84.7987	96.9673	77.2937	107.269	81.0225	97.5263	91.3146	65.4134	63.6392	103.76	0	66.9169	96.878	82.4501	108.737	53.663	81.8852	73.6293	96.6627	75.1537	74.2287	59.396	56.5545	90.9198	135.77	109.207	109.63	107.094	145.194
PWY-7392: taxadiene biosynthesis (engineered)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0432	0	0	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	324.563	290.808	295.41	312.583	316.373	328.222	249.712	322.232	306.503	333.246	264.193	392.309	310.794	264.251	378.363	305.46	335.823	195.145	347.448	339.949	301.239	219.676	290.805	242.998	313.91	369.854	379.851	321.832	325.681	261.956	246.289	239.919	254.839	233.694	281.44	332.822
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	0	0	0	14.8111	0	0	0	0	13.6623	0	0	0	0	0	0	0	0	0	13.4345	0	0	0	0	0	0	0	0	0	25.8481	24.9903
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Catenibacterium.s__Catenibacterium_mitsuokai	0	0	0	17.4923	16.2135	13.245	5.55799	15.1176	16.0272	18.6931	0	18.1063	16.1019	14.5475	19.5444	13.2229	14.5838	0	15.9181	17.7073	12.044	0	15.3541	10.845	14.1743	16.1422	16.6965	13.8226	13.504	0	0	0	0	0	0	5.44585
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Escherichia.s__Escherichia_coli	0	0	0	26.7606	25.3378	44.9507	0	0	10.3292	19.6779	0	9.72672	11.8429	0	8.42529	0	32.6502	0	40.6625	5.57664	17.69	0	0	0	11.9208	11.329	19.5557	9.18477	23.5261	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|unclassified	0	0	0	38.6685	39.3384	24.5027	26.3739	24.5959	34.9351	43.4841	0	39.1311	38.7788	28.8916	43.6156	44.4344	41.4007	39.2568	41.5847	49.5929	50.3941	0	48.9987	35.6518	58.4432	39.5692	46.4249	52.3279	41.8249	0	0	0	0	0	0	51.0979
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)"	0	0	0	0	0	11.6023	0	0	16.3886	0	0	1.47618	0	0	0	15.5902	2.55558	0	12.2839	0	12.7309	0	0	0	0	12.1677	0	0	5.52312	0	0	0	0	0	0	0
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)|g__Escherichia.s__Escherichia_coli"	0	0	0	0	0	5.22453	0	0	10.1618	0	0	0	0	0	0	3.19407	0	0	0.711156	0	4.38498	0	0	0	0	4.34036	0	0	2.48114	0	0	0	0	0	0	0
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)|g__Escherichia.s__Escherichia_fergusonii"	0	0	0	0	0	0.965021	0	0	0	0	0	0	0	0	0	0	0	0	0.616168	0	0	0	0	0	0	0	0	0	0.509328	0	0	0	0	0	0	0
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)|g__Klebsiella.s__Klebsiella_oxytoca"	0	0	0	0	0	4.90407	0	0	4.33101	0	0	0	0	0	0	7.21494	0	0	6.08011	0	6.48099	0	0	0	0	3.6651	0	0	2.22927	0	0	0	0	0	0	0
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)|g__Klebsiella.s__Klebsiella_pneumoniae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7446: sulfoquinovose degradation I	0	0	0	4.33038	0	5.39739	0	4.44174	4.6629	0	0	4.16478	0	0	0	0	8.79125	0	6.82152	0	0	0	0	0	0	3.5123	2.71968	2.95999	4.29443	0	0	0	0	0	0	0
PWY-7446: sulfoquinovose degradation I|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	2.32208	0	0	3.77734	0	0	0	0	0	0	0	6.95318	0	3.84798	0	0	0	0	0	0	1.17561	0	0	0	0	0	0	0	0	0	0
PWY-7446: sulfoquinovose degradation I|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	0.475062	0	0	0	0	0	0	0	0	0	0	0.239062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7446: sulfoquinovose degradation I|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7446: sulfoquinovose degradation I|unclassified	0	0	0	0	0	0	0	0	0	0	0	1.84168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7456: &beta;-(1,4)-mannan degradation"	98.3599	91.2201	101.978	79.669	71.1986	72.0099	55.3658	75.4621	74.0738	99.7607	86.9335	77.5706	78.1053	62.2512	97.0941	63.19	81.9187	40.8298	88.14	69.6652	66.2186	56.4433	63.0018	66.552	81.6307	89.2001	77.8067	79.508	104.988	84.2839	81.7898	97.6676	81.8243	96.9433	90.2944	115.461
"PWY-7456: &beta;-(1,4)-mannan degradation|g__Coprococcus.s__Coprococcus_eutactus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.21666	7.9144	4.68895	0	0	0	0	0	0	8.06206
"PWY-7456: &beta;-(1,4)-mannan degradation|g__Roseburia.s__Roseburia_faecis"	1.01833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7456: &beta;-(1,4)-mannan degradation|unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.61403
PWY-7560: methylerythritol phosphate pathway II	220.948	239.151	260.329	220.49	145.973	245.894	202.428	283.289	255.629	283.509	231.082	275.926	273.904	233.58	237.478	222.266	225.184	77.2576	268.518	258.895	181.373	213.102	161.462	212.061	275.543	269.897	293.505	270.962	293.162	189.054	205.556	241.235	251.679	207.177	198.675	324.129
PWY-7560: methylerythritol phosphate pathway II|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.547563	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II|g__Blautia.s__Blautia_obeum	6.12676	25.6757	25.281	7.73053	0	0	9.24722	0	15.041	11.0067	0	7.52308	10.3643	8.7659	0	0	12.74	0	12.1107	11.5438	0	26.7298	0	13.7982	11.564	0	13.8626	8.18589	13.9328	23.4541	27.2234	14.1817	10.7202	0	26.645	25.5794
PWY-7560: methylerythritol phosphate pathway II|g__Blautia.s__Blautia_wexlerae	10.5234	5.69252	8.43178	4.91749	0	0	0	0	7.57933	6.38562	0	6.86222	5.84201	6.24668	0	0	6.87253	0	4.93901	3.42087	0	0	0	0	4.71907	0	4.75788	5.24876	5.51677	11.5025	11.2079	6.78108	14.6003	0	9.32944	9.04913
PWY-7560: methylerythritol phosphate pathway II|g__Blautia.s__Ruminococcus_torques	0	23.2229	0	12.961	0	0	0	12.4553	12.5095	11.5413	0	13.1534	5.18742	0	0	0	15.226	0	5.79752	8.7333	0	0	0	0	16.5656	16.5505	13.1482	9.53257	13.8892	0	0	29.5026	0	0	0	27.9205
PWY-7560: methylerythritol phosphate pathway II|g__Collinsella.s__Collinsella_aerofaciens	0	0	11.2555	0	0	12.0415	16.8846	0	12.6154	15.5528	0	20.8529	0	0	0	0	0	0	11.4392	0	0	0	0	0	14.585	0	12.5598	0	12.2053	0	0	0	0	0	0	10.7381
PWY-7560: methylerythritol phosphate pathway II|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.10109
PWY-7560: methylerythritol phosphate pathway II|g__Escherichia.s__Escherichia_coli	0	0	0	11.7232	0	23.822	0	0	16.251	7.53035	0	13.0611	9.73031	0	0	0	10.7393	0	20.0466	0	12.5287	0	0	0	6.07183	0	10.4671	8.52696	10.8476	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II|g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5811
PWY-7560: methylerythritol phosphate pathway II|unclassified	33.3062	0	41.27	22.0748	27.6715	18.2777	13.006	29.273	29.2483	17.1775	35.6335	28.0353	28.7931	19.2562	21.958	26.9167	26.3354	0	26.7826	12.8132	11.4105	14.2527	31.5321	13.5496	19.2053	23.4485	24.6453	23.6509	31.6284	21.224	18.5369	24.5767	23.4354	0	0	47.5356
PWY-7616: methanol oxidation to carbon dioxide	0	0	0	2.15831	0	3.36235	1.48906	0	0	0	0	1.17329	0	0	0	0	0	0	0	0	0	0	0	0	1.67561	0	0	0	0	0	0	0	0	0	0	0
PWY-7616: methanol oxidation to carbon dioxide|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)	183.374	177.012	168.775	233.698	170.107	234.668	136.437	224.276	195.754	187.034	161.457	170.055	140.684	138.866	152.914	183.984	203.182	114.934	226.831	148.94	166.11	179.815	143.524	155.942	182.871	161.425	178.405	143.567	148.094	198.404	154.347	164.54	212.992	184.576	173.289	220.908
PWY-7663: gondoate biosynthesis (anaerobic)|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0	0	0	0	3.16722	0	0	0	0	0	0	0	4.76684	0	5.01164	3.32747	4.6839	0	0	0	4.76784	4.64436	4.96779	6.13939	5.34165	0	0	0	0	0	0	0.843763
PWY-7663: gondoate biosynthesis (anaerobic)|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98887	0	2.01624	1.69858	0.642188	0	0	0	1.79317	2.26568	0.540963	1.90783	1.50946	0	0	0	0	0	0	0.940803
PWY-7663: gondoate biosynthesis (anaerobic)|g__Alistipes.s__Alistipes_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.717407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_caccae	0	0	0	1.02877	0	0.945243	0	0	0.567182	1.42994	0	0	0	0	0	1.46278	0.761619	0	0.547663	0	0	0	1.86893	0	0	0	0	0.743717	0	4.06298	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_cellulosilyticus	4.23762	2.65595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44839	1.24138	0	0	0	0	0.908581	2.39097	0	0	1.60951	0	0	0	0	0	0	0.764355
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	1.76351	0	0	0	0	0	1.85508	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1557	1.47206	0	0	0	0	0	0	0	0	1.02805
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_eggerthii	2.81602	0	0	1.74973	0	0	0	0	0	0	0	0	1.42138	0	0	0	1.14735	0	0.799741	0	1.75496	0	1.52714	3.04599	0	0	0	0	2.28632	0	0	4.3816	1.86197	0	2.46821	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0.776049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64719	0.696378	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706375
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.824693	0	0	0	0	0	0	0	0.72557	0	0.482274	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_intestinalis	0	0	0.964651	0	0	0	0	2.01465	0	0	1.4418	0.705419	0	0	0	0	0	0	1.13612	0	0	0	0	0	0	0	0	0.774791	1.08449	0	0	0	1.88132	0	1.16638	2.00956
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_nordii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.732384	0	0	0	0	0	0	0	0.914614	0	0.66394	0.817639	0.646348	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_ovatus	2.15657	0	0	1.36887	0	0	0	0	0	0	0	0	0.999743	0	0	0	0	0	0.84567	0.985048	0	0	0	0	0	0	0	0	0.742001	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	1.63818	0	0	0	0	0	0.985091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.852376	0	0	0	0.527548	0	1.86146	0	0	2.97404	0	3.25593
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0.914136	0	2.40342	1.30668	1.13251	0	0	0	0	0	0	0	0	0	0	1.35777	0	0	0	0	0	0	0	0.53914	1.05082	0.538337	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_uniformis	25.9326	18.466	20.0462	22.1157	15.2384	8.97493	19.0576	15.6137	15.1625	12.6198	12.0317	14.4574	15.2383	15.3536	6.98142	6.29113	15.9027	0	14.5633	12.7635	10.1535	26.6988	10.2596	14.0163	12.4868	13.5053	17.3534	9.63408	10.0144	19.8659	23.3767	22.6411	14.895	20.6138	27.0554	19.1651
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_vulgatus	16.509	17.1369	16.9124	12.2932	0	11.9461	15.2561	15.9302	10.5244	15.6481	12.8161	15.6138	0	0	10.9597	13.274	13.3968	0	8.96985	12.2514	10.6515	21.4191	11.279	11.6685	14.7266	13.6386	10.2834	0	8.52354	21.6803	0	19.5703	16.3426	20.3827	0	19.3016
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_xylanisolvens	3.13882	3.34579	0	5.53245	0	1.31419	0	2.11937	2.66424	5.35908	0	1.75944	0	1.74189	1.63166	0	3.32258	0	0.990728	4.89913	4.09507	0	0	0	2.94453	2.74821	2.47107	3.49503	3.00279	3.94611	0	0	0	0	0	2.83013
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bifidobacterium.s__Bifidobacterium_animalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	13.1235	12.7305	17.2527	18.0219	16.4051	21.0901	11.5223	0	19.582	12.2696	12.3862	13.3045	13.9887	12.8161	0	14.6686	20.1914	13.9981	0	13.9405	8.81095	9.35469	8.27806	10.5531	8.37139	12.4623	0	0	0	0	0	0	0
